polarity,confidence,text,sadness,isIronic,class,fear,isSubjective,isAgreement,anger,surprise,joy
NONE,100,"Just got the email back regarding job #2...",0.10908350348472595,False,Human,0.5744050741195679,False,True,0.10803721845149994,0.022289101034402847,0.1861850619316101
P,100,"Good ting Rap Genius doh cover soca music cuz dey woulda have a hard time decipherin this song #BMT",0.37586137652397156,False,Human,0.05311151593923569,True,True,0.1302647590637207,0.2702198326587677,0.17054249346256256
P+,100,"Believe deep down in your heart that you're destined to do great things. - Joe Paterno",0.3352855145931244,False,Human,0.10387074947357178,True,True,0.11836004257202148,0.17729386687278748,0.2651897966861725
NONE,100,"@NeikoDeBarge awsome",0.1415424942970276,False,Human,0.18614649772644043,False,True,0.1252974271774292,0.33231687545776367,0.2146967053413391
P+,100,"@WichoBeatz you're awesome",0.04934438318014145,False,Human,0.04946552962064743,True,True,0.04531135410070419,0.5494593381881714,0.30641934275627136
NONE,100,"FALAR",0.15922187268733978,False,Human,0.22237756848335266,False,True,0.18656747043132782,0.21934738755226135,0.21248570084571838
P+,100,"@Under_5ft You must take action now that will move you towards your goals. Develop a sense of urgency in your life. - Les Brown",0.30042707920074463,False,Human,0.17375734448432922,False,True,0.12804469466209412,0.05103860795497894,0.3467322587966919
P,100,"@Pyfbrown Faith is taking the first step even when you don't see the whole staircase. - Martin Luther King Jr.",0.20907306671142578,False,Human,0.25125348567962646,False,True,0.08249405026435852,0.25181102752685547,0.20536842942237854
NONE,100,"@iamkmh_sc BI EKTIP PLS~",0.2690209746360779,False,Human,0.22524914145469666,False,True,0.16460546851158142,0.09744516015052795,0.2436792254447937
P,100,"My best song for feb was definitely Nosa's always on my mind",0.28058695793151855,False,Human,0.1291821300983429,True,True,0.18793976306915283,0.1434691995382309,0.25882193446159363
N,100,"@54j33dh4 Believe and act as if it were impossible to fail. - Charles F. Kettering",0.3594551682472229,False,Human,0.20911605656147003,True,True,0.38368314504623413,0.017359919846057892,0.030385702848434448
NONE,100,"@5secs0fparam0re hi",0.16495643556118011,False,Human,0.21716007590293884,False,True,0.14240673184394836,0.28253090381622314,0.19294588267803192
P,100,"@amirxkhld_ NICE",0.1106468215584755,False,Human,0.13302908837795258,True,True,0.11574706435203552,0.44638094305992126,0.19419606029987335
P+,90,"Nothing is more expensive than a missed opportunity. - . Jackson Brown",0.5694327354431152,False,Human,0.09057308733463287,True,True,0.11075796186923981,0.13596223294734955,0.09327395260334015
N,97,"@soal_KPOP He who is not courageous enough to take risks will accomplish nothing in life. - Muhammad Ali",0.5864460468292236,False,Human,0.0884956642985344,True,True,0.1332736313343048,0.10126109421253204,0.09052359312772751
NONE,100,"@MOHANEDAHMED_ f4f please!",0.1233622282743454,False,Human,0.31398239731788635,False,True,0.3412296175956726,0.0579700693488121,0.16345569491386414
P,100,"@LA_Promoter Ambition has one heel nailed in well though she stretch her fingers to touch the heavens. - Lao Tzu",0.27355578541755676,False,Human,0.2575470507144928,True,True,0.18140819668769836,0.039661385118961334,0.24782758951187134
NONE,100,"RT @AlAnba_News_KW: بالصور.. تعرف على أفخم الوحدات السكنية في الإمارات  http://t.co/313yVVF0qK",0.4019428491592407,False,Human,0.4819144606590271,False,True,0.08882886916399002,0.004655712284147739,0.0226580947637558
P,100,"@wesnakedd I began learning long ago that those who are happiest are those who do the most for others. - Booker T. Washington",0.24904683232307434,False,Human,0.16585694253444672,True,True,0.15661747753620148,0.1616552472114563,0.2668234705924988
P,94,"When your going through a rough time and you are pushed down to your knees you are in the perfect position to pray...",0.3034626245498657,False,Human,0.5107758045196533,False,False,0.13220568001270294,0.016611643135547638,0.03694423288106918
N,92,"I'm on one of those moods where I really want to listen to music but I can't find the right song. Hhhh.",0.23851221799850464,False,Human,0.1094389334321022,False,True,0.6083034873008728,0.019398242235183716,0.02434711903333664
N,100,"@victoriaxdelrio The less you open your heart to others the more your heart suffers. - Deepak Chopra",0.38236844539642334,False,Human,0.38283658027648926,False,True,0.08651520311832428,0.012855744920670986,0.13542404770851135
P,94,"RT @marktonythought: This Guy Decided To Cheat On His Girlfriend. What She Did About It Is EPIC",0.16972500085830688,False,Human,0.047604627907276154,False,False,0.061606138944625854,0.6674656867980957,0.05359862372279167
NONE,100,"@Danny_Peru Happiness is found in doing not merely possessing. - Napoleon Hill",0.15050089359283447,False,Human,0.05033937096595764,False,True,0.02647247724235058,0.33912819623947144,0.4335591197013855
NONE,100,"Man Cakes The Fuk Up",0.2018415331840515,False,Human,0.06063687428832054,False,True,0.17564690113067627,0.24479585886001587,0.3170788288116455
P,100,"@Brad88ford Instinct is untaught ability. - Alexander Bain",0.20504724979400635,False,Human,0.17707553505897522,False,True,0.18852820992469788,0.27753180265426636,0.1518172025680542
N,100,"I aim to high thus I get denied",0.39884841442108154,False,Human,0.3034099042415619,False,True,0.1987374871969223,0.01943768747150898,0.07956653088331223
N+,100,"This Old Ass Song.",0.17984312772750854,False,Human,0.03554704785346985,True,True,0.6790724396705627,0.08236373960971832,0.02317362278699875
P,97,"Where the hell is all the fun at and why am I not there",0.3869987428188324,False,Human,0.10768364369869232,True,True,0.3958871364593506,0.06616610288619995,0.043264370411634445
P+,100,"@MlNlON Even a mistake may turn out to be the one thing necessary to a worthwhile achievement. - Henry Ford",0.37945884466171265,False,Human,0.11157377064228058,False,True,0.27133604884147644,0.11114499717950821,0.12648630142211914
N,100,"RT @rioferdy5: BIG morning session done in the gym.. Now aboard flight to #Dublin to see you all later at @easons for my #2Sides book signi…",0.11428306996822357,False,Human,0.14927788078784943,True,True,0.03082188405096531,0.25795602798461914,0.4476611614227295
N,100,"@weeshawnaMarie Strength lies in differences not in similarities. - Stephen Covey",0.38086700439453125,False,Human,0.26970231533050537,False,True,0.2100755125284195,0.09147251397371292,0.04788264259696007
NONE,100,"RT @Penampilanku: Jika anda mengingikan sesuatu yang belum anda miliki maka anda akan harus melakukan sesuatu yg belum pernah anda lakukan",0.2524932026863098,False,Human,0.14358261227607727,False,True,0.11606208235025406,0.1978800892829895,0.2899820804595947
NONE,100,"Winter always turns into spring. - Nichiren",0.24041292071342468,False,Human,0.21739515662193298,False,True,0.23872840404510498,0.04969334229826927,0.25377020239830017
NONE,100,"i really like that studio song a lot.",0.2759576439857483,False,Human,0.15123334527015686,False,True,0.2491167187690735,0.16370908915996552,0.15998317301273346
P,100,"@dalyjailene cool",0.15421748161315918,False,Human,0.1953466534614563,True,True,0.1700815111398697,0.2980537414550781,0.18230053782463074
P+,100,"Doing your best is more important than being your best. - Shannon Miller",0.05515217408537865,False,Human,0.021976295858621597,False,True,0.012601662427186966,0.7739348411560059,0.13633495569229126
NONE,100,"Listening to music til I k.o",0.08426608145236969,False,Human,0.18310493230819702,False,True,0.08930240571498871,0.43474167585372925,0.20858490467071533
P,100,"Like if reading off power points is all they're going to do then I'm 100% qualified to be a teacher",0.1652585119009018,False,Human,0.12889185547828674,False,True,0.5041556358337402,0.12541137635707855,0.07628265023231506
NONE,100,"@believfever wow",0.14926943182945251,False,Human,0.16343483328819275,True,True,0.12605997920036316,0.40553462505340576,0.15570111572742462
NONE,100,"@Tyalll hi",0.16495643556118011,False,Human,0.21716007590293884,False,True,0.14240673184394836,0.28253090381622314,0.19294588267803192
NONE,100,"@JustinC27 wow",0.14926943182945251,False,Human,0.16343483328819275,True,True,0.12605997920036316,0.40553462505340576,0.15570111572742462
P,100,"FIND OUT ABOUT THE #SEXY #MONESHAJONES AKA @MO_BUDDA HERE==&gt; http://t.co/3BdoLSq80u #RAPPER #MODEL #BIGGBOYMANAGEMENT",0.4711347818374634,False,Human,0.3023087680339813,True,True,0.12107953429222107,0.01610490307211876,0.08937195688486099
P+,100,"#killzoneshadowfall is a gorgeous game worth 39.99 lol #ps4",0.09163141995668411,False,Human,0.06975404918193817,True,True,0.029090337455272675,0.0540570430457592,0.7554671764373779
NONE,100,"@HellaDankRec You must not only aim right but draw the bow with all your might. - Henry David Thoreau",0.3095752000808716,False,Human,0.11452722549438477,False,True,0.10300219058990479,0.3775216341018677,0.09537374973297119
N,100,"@YongeGrove Anyone who angers you conquers you. - Elizabeth Kenny",0.4580104947090149,False,Human,0.04463263601064682,False,True,0.29245424270629883,0.15633058547973633,0.04857206344604492
P,97,"@STAR_SO_SILLY People rarely succeed unless they have fun in what they are doing. - Dale Carnegie",0.2967187166213989,False,Human,0.04985850304365158,False,True,0.5059309601783752,0.10001464933156967,0.047477152198553085
P,92,"Never has it felt so good to lie down",0.34708380699157715,False,Human,0.09538991749286652,True,True,0.06999032944440842,0.20871016383171082,0.2788258194923401
P,100,"@nicholasjtait Give your dreams all you've got and you'll be amazed at the energy that comes out of you. - William James",0.15378214418888092,False,Human,0.05841938406229019,True,True,0.041776951402425766,0.41170597076416016,0.33431553840637207
P+,100,"Remember happiness doesn't depend upon who you are or what you have; it depends solely on what you think. - Dale Carnegie",0.23999038338661194,False,Human,0.36676356196403503,True,True,0.17931057512760162,0.058763787150382996,0.1551717221736908
NONE,100,"West coast team tournament here we goooooooooooooo",0.0777481198310852,False,Human,0.5533504486083984,False,True,0.02767791599035263,0.01470753364264965,0.3265160322189331
NONE,100,"*Dad walks out and looks at my Jeep*",0.35998982191085815,False,Human,0.11097212135791779,False,True,0.17224839329719543,0.07724398374557495,0.2795456647872925
P,100,"@grussell903 amazing",0.11101559549570084,False,Human,0.15150144696235657,True,True,0.09936228394508362,0.3723205327987671,0.2658001184463501
P,100,"@ravithambip cool",0.15421748161315918,False,Human,0.1953466534614563,True,True,0.1700815111398697,0.2980537414550781,0.18230053782463074
P,100,"@Willgmusic very cool",0.1440064013004303,False,Human,0.15259526669979095,True,True,0.17130152881145477,0.3227851986885071,0.20931163430213928
P,100,"Jay must have been in love more with the girl he sang about on Song Cry than he is with B now.",0.6314496994018555,False,Human,0.03744777292013168,True,True,0.06672816723585129,0.1751338392496109,0.08924058079719543
N+,89,"@Homebwoi Remember that not getting what you want is sometimes a wonderful stroke of luck. - Dalai Lama",0.1601102352142334,False,Human,0.35797739028930664,True,True,0.10922658443450928,0.07779926061630249,0.29488658905029297
N,92,"@http_indie Cleverness is not wisdom. - Euripides",0.18020324409008026,False,Human,0.44670528173446655,False,True,0.22279608249664307,0.10410657525062561,0.046188872307538986
N,100,"I put my heart and my soul into my work and have lost my mind in the process. - Vincent Van Gogh",0.23990637063980103,False,Human,0.5368098020553589,False,True,0.09142246842384338,0.006979092955589294,0.12488221377134323
P,100,"A person can succeed at anything for which there is enthusiasm. - Charles M. Schwab",0.24520935118198395,False,Human,0.15368741750717163,False,True,0.2070530354976654,0.10039890557527542,0.2936513423919678
NONE,100,"We have a right to do what we want.",0.14024975895881653,False,Human,0.4157479703426361,False,True,0.27840903401374817,0.07298760116100311,0.09260562807321548
N,92,"Do not bring me your successes; they weaken me. Bring me your problems; they strengthen me. - Anonymous",0.349016934633255,False,Human,0.15488693118095398,False,True,0.3964591324329376,0.034053489565849304,0.06558350473642349
P+,100,"I love those hugs where you just don't want to let go.",0.3535178303718567,False,Human,0.16008245944976807,True,True,0.3790843188762665,0.02436571940779686,0.0829496681690216
P,100,"@JairWoo very cool",0.1440064013004303,False,Human,0.15259526669979095,True,True,0.17130152881145477,0.3227851986885071,0.20931163430213928
NEU,94,"You could see a homeless lightskin and she'll still be classy.",0.6277265548706055,False,Human,0.08633771538734436,True,False,0.13324104249477386,0.05083907023072243,0.10185560584068298
P+,100,"I am the greatest I said that even before I knew I was. - Muhammad Ali",0.526207447052002,False,Human,0.07728886604309082,False,True,0.04455085098743439,0.2443561851978302,0.10759665071964264
P,100,"@aggregate_music Wishing to be friends is quick work but friendship is a slow ripening fruit. - Aristotle",0.48057541251182556,False,Human,0.07148486375808716,True,True,0.2468443661928177,0.10539346188306808,0.09570194780826569
NONE,100,"@REVERBPROM0 You can't turn back the clock. But you can wind it up again. - Bonnie Prudden",0.24213522672653198,False,Human,0.16037771105766296,False,True,0.4734365940093994,0.03494308516383171,0.08910740911960602
P+,100,"Tyler Joseph is the best song writer I've ever heard I love him so much",0.07904276251792908,False,Human,0.028742875903844833,True,True,0.02162231132388115,0.4546034634113312,0.41598859429359436
P+,90,"@_J_Fry Check out my Jack Move Music Video  love me later coming soon !!!!  http://t.co/sh9Xt3YFtR",0.27270781993865967,True,Human,0.42880603671073914,True,True,0.0863838940858841,0.015398828312754631,0.19670332968235016
NONE,100,"D�jame poner Music ^.^",0.009714801795780659,False,Human,0.04454286769032478,False,True,0.007050142157822847,0.12658154964447021,0.8121106028556824
P,100,"@weedfact Good instincts tell you what to do long before your head has figured it out. - Michael Burke",0.2079717367887497,False,Human,0.28972119092941284,True,True,0.2542915940284729,0.13073845207691193,0.11727705597877502
P+,100,"What jean brand do you all think is the best right now? #bizitalk #deals #fashion #quiz #jeans #duggar #retail #resale #ebay #holiness",0.1590854376554489,False,Human,0.08259609341621399,True,True,0.07257293164730072,0.5284562110900879,0.1572893261909485
N+,100,"The ladybugs still kicking it with me. So sad to watch them die. I feel special they wanna spend their… http://t.co/6qy8dF0TrC",0.8287338018417358,False,Human,0.09268604964017868,True,True,0.06597565859556198,0.0011929855681955814,0.011411529965698719
N,100,"In need of a massage.",0.09622885286808014,False,Human,0.6877202391624451,False,True,0.10257461667060852,0.013238281011581421,0.10023805499076843
NEU,91,"I swear Arion know every song ever made!!??",0.14915606379508972,False,Human,0.10553326457738876,False,False,0.5389732122421265,0.1480119526386261,0.05832544341683388
NONE,100,"@MajorMusicPub hi",0.16495643556118011,False,Human,0.21716007590293884,False,True,0.14240673184394836,0.28253090381622314,0.19294588267803192
N,100,"I am so annoyed 5sos are opening for the boys go live your own dream and stop being in the background of others cause that'll get u no where",0.4129244387149811,False,Human,0.05739515274763107,False,True,0.474148690700531,0.00856312271207571,0.046968623995780945
P+,100,"love u “@LalobarRo: @EmilyCrimaldi I'll be a honor to teach you Spanish :)”",0.007824747823178768,False,Human,0.019741058349609375,True,True,0.0032162549905478954,0.1597215086221695,0.8094965219497681
P+,100,"Must see this funny chic on NZ X-Factor like the best ever to be seen",0.33025026321411133,False,Human,0.06534838676452637,True,True,0.0888296589255333,0.13137735426425934,0.38419437408447266
